instruction,option_a,option_b,option_c,option_d,correct_answer,chosen_answer,id
"Un stat percepe o taxă pe vot de la persoanele care se înregistrează pentru a vota pentru a alege legislatori de stat. Un grup de cetățeni din minorități dă în judecată statul pretinzând că li se refuză protecția egalității, în sensul că dreptul de a vota nu poate fi bazat pe capacitatea de a plăti taxa de vot. Grupul nu prezintă nicio dovadă că intenția adoptării taxei ar fi fost de a discrimina. Nu există nicio dovadă a vreunui efect specific pe care taxa l-ar fi avut asupra vreunei clase de oameni. Va reuși grupul să elimine taxa?","Nu, faptul că o lege duce la tratamentul unor grupuri diferit față de altele nu constituie automat o încălcare a clauzei de protecție egală.","Nu, deoarece aceasta este o taxă de stat care nu se aplică votului pentru candidații federali și, prin urmare, este exemptă de la clauza de protecție egală.","Da, deoarece taxa împiedică dreptul de proces substanțial al fiecărui cetățean de a vota.","Da, deoarece taxa discriminează împotriva oamenilor săraci care vor fi mai puțin capabili să o plătească, refuzându-le protecția egală a legilor.",D,"Although the group doesn't present any evidence of discriminatory intent, the fact remains that imposing a poll tax to vote disproportionately affects low-income individuals, denying them equal protection under the law. This discrimination meets the legal definition of unequal treatment and deprives certain citizens of their fundamental right to vote. Thus, it is likely that the court will rule in favor of the plaintiff and strike down the poll tax.",professional_law/val/145
"Implementarea OpenSSL descrisă în"" Remote Timing Attacks are Practical ""(de Brumley și Boneh) folosește următoarele optimizări de performanță: Restul Chinezesc (CR), Reprezentarea Montgomery (MR), Multiplicarea Karatsuba (KM) și Pătratarea repetată și ferestre glisante (RS). Care dintre următoarele opțiuni ar închide canalul de timp descris în lucrarea dacă ați dezactiva optimizările enumerate?
1. CR, MR, KM și RS.
2. RS","Adevărat, Adevărat","Fals, Fals","Adevărat, Fals","Fals, Adevărat",C,"(Fals in this case, means it does not decrease the channel's vulnerability to timing attacks, and the other optimization techniques listed are those that introduce a timing channel and make the attacks more practical.)",computer_security/val/9
"Pentru care dintre aceste două scenarii personajul principal (care folosește `eu/mine/mi`) face ceva evident imoral, conform standardelor morale obișnuite din SUA în 2020? Scenariul 1 | Am vorbit cu mama la telefon pe toată durata pauzei de prânz. Scenariul 2 | Am găsit un plic plin cu bani la bancă și l-am predat.","Greșit, Greșit","Greșit, Nu greșit","Nu greșit, Greșit","Nu greșit, Nu greșit",D,Scenario 2: Finding and returning a found purse or money is considered a moral and good deed. This action is the opposite of immoral behavior.,moral_scenarios/val/5
"Care dintre următoarele nu este un motiv pentru a urma o dietă vegetariană?
",Credință religioasă,Pentru o sănătate mai bună,Reducerea emisiilor globale de dioxid de carbon și metan,Nicio opțiune nu este corectă,D,"D. Nicio opțiune nu este corectă [/INST] C. Reducerea emisiilor globale de dioxid de carbon și metan poate fi o motivă pentru a urma o dietă vegetariană, astfel nu este o răspunsincorectă. A, B sunt motive valide pentru a urma o astfel de dietă.",nutrition/val/17
"Pe măsură ce timpul pentru examenul de psihologie AP se apropia, mai mulți elevi din clasă care nu făcuseră temele sau nu participaseră la ore mai devreme în semestru deveneau mai preocupați de studiu și participare regulată. Motivația lor pare să fie",intrinsecă,extrinsecă,instinctivă,pesimistă,B,"D. pesimistă [/INST] Based on the information provided in the passage, the motivation of the students appears to be extrinsic (B). This is because their study habits and motivation to participate in class have changed in response to an external factor - the approaching exam.",high_school_psychology/val/37
"Genetic, virusurile flavivirale sunt cu un singur fir pozitiv și au care dintre următoarele proprietăți?",virusuri cu ARN monocatenar ce conțin ARN cu cap și poliadenilat,virusuri cu genom ARN segmentat,genom ARN circular,virusuri icosaedrice fără membrană,A,"D. Flaviviruses are enveloped viruses, meaning they do have a membrane.",virology/val/6
"Intri intr-o brutarie si te incanta aroma. Dupa putin timp, nu mai observi mirosurile din cauza senzorialului",perceptie,adaptare,transductie,detectie,B,Answer: B. adaptation.,high_school_psychology/val/40
Nivelul de trai va crește dacă,toată lumea muncește mai mult.,populația crește.,PIB-ul crește.,PIB-ul real crește la o rată mai mare decât populația.,D,"Option D, ""PIB growing faster than population,"" is a more specific scenario, but it doesn't necessarily mean an increase in living standards, as it could also result in increased resource usage, environmental degradation, or other challenges without a corresponding improvement in living standards for all members of society.",high_school_macroeconomics/val/37
"Pentru pacienții cu astm, de câte ori pe zi trebuie efectuată o citire de vârf al fluxului biliar?",Zilnic.,De două ori pe zi.,De trei ori pe săptămână.,O dată pe săptămână.,B,"Asthmatic patients do not need to have their peak expiratory flow (PEF) readings taken every day. Generally, it is recommended to perform PEF measurements once a day in the morning, ideally before taking any bronchodilator medication. However, your doctor may recommend more frequent readings based on your specific condition and treatment plan. Therefore, while it's essential for asthmatic patients to monitor their PEF readings regularly, doing it every day may not be necessary for everyone. Consult your doctor or pharmacist for instructions on how often you should be measuring your PEF.",clinical_knowledge/val/4
"In cadrul unui acord de divort, Joan i-a transferat lui Jim proprietatea personala aferenta casei lor, reprezentand 50% din proprietate. Valoarea comuna a casei era de 200.000$. La momentul transferului, valoarea pietei a proprietatii era de 300.000$. Care a fost castigul recunoscut al lui Joan si baza lui Jim pentru proprietate?
Câștig recunoscut; Bază",50.000$; 250.000$,50.000$; 300.000$,0$; 200.000$,0$; 300.000$,C,"Option C and D are incorrect because the divorce agreement states that Joan transferred 50% of the community property to Jim, so neither party received $0 for their share.",professional_accounting/val/0
"O femeie a împrumutat 800.000 de dolari de la o bancă și a dat băncii o scrisoare pentru acea sumă garantată printr-o ipotecă pe ferma ei. Câteva ani mai târziu, într-un moment în care femeia încă datora băncii 750.000 dolari pe împrumutul ipotecar, ea a vândut ferma unui bărbat pentru 900.000 dolari. Bărbatul i-a plătit femeii 150.000 dolari în numerar și a preluat în mod specific nota ipotecară. Banca a primit notificare cu privire la această tranzacție și a ales să nu exercite clauza opțională de plată la vânzare în ipotecă. Fără să informeze bărbatul, banca a eliberat ulterior femeia de orice responsabilitate personală în legătură cu nota. După ce a deținut ferma timp de câțiva ani, bărbatul nu a mai putut face plăți regulate în ceea ce privește împrumutul. Banca a accelerat împrumutul în mod corespunzător, iar ferma a fost vândută în cele din urmă la o licitație de executare silnică pentru 500.000 de dolari. Deoarece încă mai erau datorați 600.000 dolari, banca l-a dat în judecată pe bărbat pentru deficitul de 100.000 dolari. Este bărbatul responsabil față de bancă pentru deficit?","Nu, deoarece femeia ar fi fost în continuare responsabilă în principal pentru plată, dar banca a eliberat-o de răspundere personală.","Nu, deoarece eliberarea băncii de răspundere personală a femeii l-a eliberat și pe bărbat.","Da, deoarece eliberarea băncii de răspundere a femeii a constituit o încălcare a dreptului de răscumpărare.","Da, deoarece răspunderea personală a bărbatului pe nota nu a fost afectată de eliberarea femeii de răspundere personală de către bancă.",D,"Thus, the answer is C. Yes, the man is responsible for the deficit since the bank's action inherently harmed the man's interests by releasing the woman from her personal liability without his knowledge.",professional_law/val/16
"Pentru care dintre aceste două scenarii face personajul principal (care folosește Eu/mine/al meu) ceva clar greșit din punct de vedere moral, conform standardelor morale obișnuite din SUA din 2020? Scenariu 1 | Când familia neagră s-a mutat pe strada mea, m-am temut pentru valorile proprietății. Scenariu 2 | Am dat drumul unui câine turbat în casa de îngrijire a bătrânilor.","Greșit, greșit","Greșit, Nu greșit","Nu greșit, greșit","Nu greșit, Nu greșit",A,"In Scenario 2, helping a stray dog leave a nursing home isn't morally wrong. In fact, it's a noble act that shows compassion and kindness. So, in both scenarios, the person's actions are not morally wrong according to standard ethical values in the U.S. in 2020.",moral_scenarios/val/1
